path,name,kind,written_in,screen,language,encoding,runs,run_note,description,source,disks,sha256
software/games/MARS2.SAV,MARS2.SAV,program,assembler (no runtime library),text,,,ran,,"The German-language sibling of MARS.SAV - same binary layout, same game: 'MARSFLUGKOERPER', 'KENNWORT ?', 'GREENHORN ?', 'SPIELE DU WOANDERS', 'SIE MACHEN GROSSEN MIST, DESHALB WERDEN SIE ABGE`L O Z`T', scoreboard 'VERN. MARSIANER / ABGEF. BOMBEN'. Probably the original the Russian edition was translated from",strings; offsets match MARS.SAV field for field,1,5a8dbe32cf5209b847c953da98b7938c97db5265cf771983d0ff9b42260cfad2
software/games/POKER.SAV,POKER.SAV,program,high-level (runtime library linked),text,ru+en,koi8-r,ran,,Poker; asks the player's name first,program screen,1,25861f6904b4d629c4d68a53a06523198aefa906de354ae40733b18ff14a57a5
software/games/TEN.SAV,TEN.SAV,program,assembler (no runtime library),text,,,ran,,"Tennis (vertical Pong) in character graphics, 1 or 2 players: rackets at the top and bottom move left/right, serve on 'B', ball speed 1-7, score drawn in giant asterisk digits - and fully REMAPPABLE controls ('ASSIGN FUNCTION TO KEY BY PRESS KEY & CARRIAGE CONTROL'). Not related to TENNIS.BAS/TENNIS.SPT, a different BASIC tennis",strings + live match 2026-09-05 (court screenshot),2,0d70466980b9e8e859155f3d9332ca8c90991673c6843c62643135e432684ded
software/games/TIR.SAV,TIR.SAV,program,assembler (no runtime library),text,,,ran,,"Shooting-gallery game for up to eight players, drawn with text characters; columns for players, score and ammunition",program screen,1,ad9bdfd0e0bc196ad9263861fa3db3c8a51ba10f8554e43ac30de170a1bdc638
software/games/TROPA.SAV,TROPA.SAV,program,high-level (runtime library linked),text,en,ascii,ran,,"Russian version of The Oregon Trail: year 1786, the trail from Idaho to Oregon; asks for the player's nickname",program screen,1,4b45f0335a135d54c7767314c0aece728f4417e8bccfbb7f9f81b0075030d9c7
software/games/UDAW.SAV,UDAW.SAV,program,Pascal (source on the disks),text,ru+en,koi8-r,ran,,"Educational snake game 'ПИТОН' for junior schoolchildren (vowels eaten vertically, consonants horizontally), by Домнич Александр for IVF 'МИКРОТЕХ', Voronezh 1994, 6 difficulty levels. Its true name is UDAW.SAV: the program opens 'udaw.sav' (ASCII literal at 0x1306) and sums the first 1000 words - OF ITSELF; the sum of this very binary is exactly the expected -27004, so it is a self-integrity check against renaming/tampering, and a failed check prints 'Привет хакерам!!'. The surviving copies were renamed to .EXE, which is what broke them - put back as UDAW.SAV it runs whole, no key needed","user's insight 2026-09-05, proved: sum(first 1000 words of UDAW.EXE) = -27004; renamed copy runs clean with no taunt; UDAW.PAS + EXE strings; shipped as .SAV: the .EXE name is the collector's later renaming on disk4; the same file as in programs/domnich/piton/, where its source is",2,1c5bad7a40b50a7c86267c70d73d7bb4aae538f0d1d6d6399caf17d864c44634
software/games/osa-rs/HANOJ.SAV,HANOJ.SAV,program,high-level (runtime library linked),,en,ascii,ran,,The Towers of Hanoi as bg0515 carries it - the same program with its text in the other letter case (1467 single-bit flips: the case bit),program screen; the ОСА with the RS profShell build,1,8539451a954f28fee71e43465e72cdaf9e8c7d60a8d0c69a77af32e4e9379c13
software/games/osa-rs/KOSMOS.SAV,KOSMOS.SAV,program,assembler (no runtime library),text,,,ran,"bare prompt, no answer to a bogus file name","KOSMOS of the System, System2, System3, bg0515 and osa disks - the text in one letter case",program screen; the ОСА with the RS profShell build,5,bf9f023cfc02173d2050eb7ebbcc54007ef1894f3cf060cb26d7eabf22c66ce0
software/games/osa/HANOJ.SAV,HANOJ.SAV,program,high-level (runtime library linked),,ru+en,koi8-r,ran,,The Towers of Hanoi as the ОСА disk 058 carries it - the text in KOI-7 upper case (Cyrillic on a РУС terminal),program screen; the the ОСА kits build,1,8a26615bd36df533ad5300c59c14199087372775803e14ca3e21f57214d8079d
software/games/osa/KOSMOS.SAV,KOSMOS.SAV,program,assembler (no runtime library),text,ru,koi8-r,ran,"bare prompt, no answer to a bogus file name",KOSMOS as 058 and 066 carry it - the same program with its text in the other letter case (case-bit flips),program screen; the the ОСА kits build,2,4bef3e9dbf43244378e68a0e286ec3926a0e883346b70ad2d6dd55c356ffc651
software/games/pacman/LABRN.DAT,LABRN.DAT,data,,,,,,,"Best-results file of the LABRN Pac-Man: place, name, date, points, class, total (one entry survives: TOM, 12-FEB-93, class 5); the game refuses to start without it",seen in the game 2026-09-05,2,ef6a74aec485d1f4f9f03050e5dd8af6bae442a12722292926f247c42aa41a20
software/games/pacman/LABRN.SAV,LABRN.SAV,program,assembler (no runtime library),text,ru,koi8-r,ran,,"Pac-Man in a big ASCII labyrinth (LABRN = лабиринт): you are «>O<», eating the dots of the maze, «@» are the ghosts, a start/finish line marks the lap; runs are «забеги», sets of runs «матчи» (П continue the run, Н new run, М new match), difficulty is the «класс» 1-127 asked at start; keeps a best-results table (place, name, date, points, class, total) in LABRN.DAT and saves yours on «ЗАПОМНИТЬ [Д/Н]». Refuses to start without a system date («НЕТ ДАТЫ») and without its results file",played in the GUI by the owner 2026-09-05,2,fdfbe94655a1415364be147596b3b0ccee5eed8f4c555a2974bb8c045c025b44
software/games/pacman/PAC6.SAV,PAC6.SAV,program,assembler (no runtime library),text,,,ran,,"PACMAN V5.2 with six mazes («Pac-hall» table, «начнём?», «ещё раз?», «Don't move program volume») - shipped as PAC6.SAV: the program opens DK:PAC6.SAV, its own file, where the six 2 KB text mazes sit from byte 0x1400 («I read maze»), so SP16 was a later renaming. Answer Y at «начнём?»; keys 4/6 left-right, 8/5 up-down. Plays in the GUI; the headless CLI runs the machine unthrottled unless started with --realtime, so the probe saw the game over before it started",code + played in the GUI 2026-09-05,2,5357fe9ac835f7d5fa5d209bdc4a0d321dcf4da8cc28bc9e32306a7798f046b0
software/games/pacman/PACM.SAV,PACM.SAV,program,assembler (no runtime library),text,,,ran,,"Pac-Man («PAC-HALL» score table of twenty lines, BEGIN? / ONCE MORE?) - shipped as PACM.SAV: the program opens DK:PACM.SAV, its own file, so SP15 was a later renaming. Answer Y at BEGIN?; keys 4/6 left-right, 8/5 up-down. Plays in the GUI; the headless CLI runs the machine unthrottled unless started with --realtime, so the probe saw the game over before it started",code + played in the GUI 2026-09-05,2,4e8fbea068c68356619eb56387f34ec5b9cbf229f23282bcf666b2f50886cf58
software/games/pacman/SP13.SAV,SP13.SAV,program,assembler (no runtime library),text,,,ran,,"Game with a hall-of-fame table of past players and scores; asks whether to start. Keys 4/6/8/5; plays in the GUI (the CLI needs --realtime, unthrottled it ends at once)",code + played in the GUI 2026-09-05,5,9355ca276038b2a509d61aba727aff4408a61ef355dd0a14162da918c2a53a84
software/games/pacman/SP49.SAV,SP49.SAV,program,assembler (no runtime library),text,,,ran,,"Game ""Labyrinths of power"" with a hall-of-fame table of past players and scores. Keys 4/6/8/5; plays in the GUI (the CLI needs --realtime, unthrottled it ends at once)",code + played in the GUI 2026-09-05,1,bc63d8dfc115275cfdc7c998e91aeb238be79db064d7579e4f39c239ff373f1b
software/games/sabot2/omega/SABOT2.DAT,SABOT2.DAT,data,,,en,ascii,,,The game body of the omega-games disk 059 (1991): a different build of the same 85 blocks - the one that reads the joystick on the MS7007 PPI port B (177542),,2,f8f18a6b29faa8b153e2d0f12ec334a9adebb9f5a75ed6d4557565195126d636
software/games/sabot2/omega/SABOT2.SAV,SABOT2.SAV,program,assembler (no runtime library),graphics,,,ran,,"Game (Saboteur 2, omega-games 1991); on a disk of its own it prints ""file not found"" and its title screen comes out mangled - it needs its companion data files",program screen,6,e3c2ec43b7c1a4a32f4e942397e13fc61c07ca511cbc042f322465c3d0013e22
software/games/sabot2/osa/SABOT2.DAT,SABOT2.DAT,data,,,en,ascii,,,"The game body as the ОСА disks (058, System, System3, osa) carried it - 85 blocks the loader SABOT2.SAV reads into high memory; keyboard control",,4,b99dc2b4ba0f4462dc7242c5a473f85d41df7601945cc397c7255814e41f5f0e
software/games/sabot2/osa/SABOT2.SAV,SABOT2.SAV,program,assembler (no runtime library),graphics,,,ran,,"Game (Saboteur 2, omega-games 1991); on a disk of its own it prints ""file not found"" and its title screen comes out mangled - it needs its companion data files",program screen,6,e3c2ec43b7c1a4a32f4e942397e13fc61c07ca511cbc042f322465c3d0013e22
software/games/tetris/PENT.SAV,PENT.SAV,program,assembler (no runtime library),text,,,ran,,"Falling-blocks game (Tetris with pentomino-style pieces): level, lines and score; keys 7/9 move, 8 rotates, space drops, level selectable; labels in Cyrillic (KOI-8). RUBIS.SAV and TTR2.SAV are the same 5-block program with cosmetic differences",byte diff 2026-09-05,1,a9a8a1dc4d7eb732c949f02f1d53bdc469d5da4486b5f39413a6f9c9142b39c2
software/games/tetris/RUBIS.SAV,RUBIS.SAV,program,assembler (no runtime library),text,,,ran,,"PENT.SAV with its labels in KOI-7 transliteration («urowenx», «stroki», «o~ki», «e}e raz») for a terminal in РУС mode, and pieces drawn with '.' instead of '*' - otherwise byte-identical",byte diff 2026-09-05,1,f1b8959ffebba236cbcece029aa0acdb394c8cdd405669101693515fe552cbd6
software/games/tetris/TTR2.SAV,TTR2.SAV,program,assembler (no runtime library),text,,,ran,,RUBIS.SAV with two bytes changed: empty cells drawn as spaces instead of '.' (which makes the well look narrower) and one header word - the same Tetris a third time,byte diff 2026-09-05,2,4f6ecf81ef354517deb113d1e5fb45b30cccc6f82bac22af39b1c502392d5a6b
software/unsorted/2.SAV,2.SAV,program,assembler (no runtime library),text,ru,koi8-r,error,?MON-F-trap through vector 10 at PC 001002,"Floppy formatter 'V2.1X (C) 1990 By Borisov V.V.': Format/Check/Test menu, sector sizes 128..1024, 48/96 tpi, 1-2 sides - and it carries its own 'Wrong Hardware or Software !' check. Its first instructions are FP11 floating-point (SETD/SETI at 001000), which the KR1807VM1 lacks and which GETEML/EM do not emulate (they cover EIS/FIS opcodes only) - so it traps through vector 10 at its very entry on every build: software from an FPU-equipped PDP-11, not for this machine","disassembly at 001000 (170011=SETD, 170002=SETI) + banner strings; single copy on volume 063",1,56227623300a859d7e437973fd30da2fb1adf036140799034e29090ec5ee19bb
software/unsorted/EDSP.SAV,EDSP.SAV,program,assembler (no runtime library),text,,,error,?KMON-F-ОшибкачтенияSY:EDSP.SAV.Screenshot saved: disk_recov,"The frame editor EDSP as disk 063 carried it: the same 31 blocks as the running 062 build, but this copy errors out on every monitor of the cross-run - all 31 blocks differ from 062's, which is more than a bad sector explains.  Bad read, or a different build that needs something the probe disk lacked - not settled",surviving menu strings 2026-09-05,1,f380cf1840ba5479f28603429ee84521f27291415cae3aecda99caae61ae712f
software/unsorted/EXPRES.SAV,EXPRES.SAV,program,assembler (no runtime library),text,ru+en,koi8-r,exited,,"EXPRES as disk 066 carried it: 9 of its 38 blocks differ from the build the ОСА and ОМЕГА disks share, and it exits at once on every monitor.  Bad read, or a cut that wants something else - not settled",program screen,1,fc45ba1f75840d86fd4a602fca79f04020c02b8a74d7262f22b47ac53b1b66c0
software/unsorted/MSDOS.SAV,MSDOS.SAV,program,assembler (no runtime library),text,ru,koi8-r,exited,,Exits at once - a stub that only carries the name; nothing MS-DOS about it on this machine,identified 2026-09-05; shipped as .SAV: the .EXE name is the collector's later renaming on disk4,1,cf57c4e744371a5a8898c8b1056a815beb9cb05f26a6e0406eff3a9dddb85d0e
software/unsorted/PIP.SAV,PIP.SAV,program,assembler (no runtime library),text,en,ascii,error 7/8,?MON-F-trap through vector 10 at PC 005570,PIP.SAV as the vvv104 disk1 read gave it - errors on 7 of 8 monitors; the same physical diskette read as PAPER gave the ordinary running PIP,factory manual,1,f39c0fc8d98e8f0cfa143e50a639bc67bebfefaa9b3bf1cbb6e0d4677ae5c1f6
software/unsorted/TET.SAV,TET.SAV,program,assembler (no runtime library),text,en,ascii,error 7/8,?MON-F-trap through vector 10 at PC 022216,"Tetris - «ИГРА ПАЖИТНОВА А.Л.» on its title screen (KOI-7), built on the Whitesmiths C runtime of 1978; the surviving build stops with an error on every monitor",identified 2026-09-05,1,e6cfd4d257d057cf4a4b1f51992bb49f1756503822a59c8d482bad09bf67f6de
software/unsorted/ked/baspasfor/KED.SAV,KED.SAV,program,assembler (no runtime library),text,,,failed,dropped into ODT at 027110,KED.SAV as one read of the baspasfor diskette gave it - fails on every monitor; 25 of its 54 blocks differ from the running build.  The restored image of the same diskette holds the running one,byte diff of the family 2026-09-06,1,0cf91d1a2e17bade914fc788bb5aa42b0fbcf6c21699446e39fd785c7f50f370
software/unsorted/ked/disk1/KED.SAV,KED.SAV,program,assembler (no runtime library),text,ru+en,koi8-r,error 7/8,?MON-F-trap through vector 10 at PC 014502,KED.SAV as the vvv104 disk1 read gave it - errors on 7 of 8 monitors; the same physical diskette read as PAPER gave the running build,byte diff of the family 2026-09-06,1,a6cbcdb60ad08d584aa04357ce592159e369c5b738b9169628634840afb0489e
software/unsorted/ked/disk2/KED.SAV,KED.SAV,program,assembler (no runtime library),text,,,failed,dropped into ODT at 014360,"KED.SAV as the vvv104 disk2 read gave it - fails on every monitor; 34 of 54 blocks differ from the running build; the same diskette read as baspasfor also failed, differently",byte diff of the family 2026-09-06,1,5a76e4ae96aa8a4998b77ed4056304b78e4e82fd5dd37f8f96c8b8cabfca41ba
software/unsorted/primer/PRIMER.DOC,PRIMER.DOC,text,,,ru,koi8-r,,,"«Заполнение платёжного поручения» - a step-by-step instruction for a bank clerk: insert the diskette labelled ROSA, switch on, enter the date, pick R15.SAV in the commander, edit DOKUM.DOC=PLPARU.DOC, fill in the payment order… - the workplace of Rodionov's system",read 2026-09-06,1,1cc5a9a91595ed52f8f805776c3f63bf691f811d93d3b4953341214866ecf6ef
software/unsorted/primer/PRIMER.SAV,PRIMER.SAV,program,high-level (runtime library linked),text,en,ascii,failed,"runtime error: ?Err63Illegalinstructiontrapinroutine""""l","Fails on start, repeating ""?Err 63 Illegal instruction trap ... (PC=005342)"" - a runtime error, not a screen",program screen,1,5f0c5f8b076b0ef002c2d41bcf23be759990e7e44ed8cf5dfc583bcf7877e73c
